"","YEAR","FREQ_YEAR","CODE_DESC_SHORT","CODE_STANDARD_NAME","CODE","FREQ"
"28",2010,2759,"POSTPA HEM NEC-DEL W P/P","ICD-9","666.12",411
"29",2010,2759,"PLACENTA PREVIA-UNSPEC","ICD-9","641.00",303
"30",2010,2759,"PLACENTA PREV HEM-UNSPEC","ICD-9","641.10",280
"31",2010,2759,"HEMORR EARLY PREG-UNSPEC","ICD-9","640.90",180
"32",2010,2759,"ANTEPART HEM NOS-ANTEPAR","ICD-9","641.93",108
"33",2010,2759,"ANTEPART HEM NOS-UNSPEC","ICD-9","641.90",71
"34",2010,2759,"PLACEN PREV HEM-ANTEPART","ICD-9","641.13",57
"35",2010,2759,"ANTEPART HEM NEC-UNSPEC","ICD-9","641.80",46
"36",2010,2759,"DELAY P/P HEM-DEL W P/P","ICD-9","666.22",42
"37",2010,2759,"RETND PLAC NOS-DEL W P/P","ICD-9","667.02",40
"38",2010,2759,"ANTEPARTUM HEM NOS-DELIV","ICD-9","641.91",39
"39",2010,2759,"POSTPARTUM HEM NEC-UNSP","ICD-9","666.10",35
"40",2010,2759,"THRD-STAGE HEM-DEL W P/P","ICD-9","666.02",32
"41",2010,2759,"DELAY P/PART HEM-UNSPEC","ICD-9","666.20",26
"42",2010,2759,"PLACENTA PREVIA-DELIVER","ICD-9","641.01",25
"43",2010,2759,"RETAIN PLACENTA NOS-UNSP","ICD-9","667.00",20
"44",2010,2759,"PLACENTA PREV HEM-DELIV","ICD-9","641.11",19
"45",2010,2759,"COAG DEF HEMORR-ANTEPART","ICD-9","641.33",15
"46",2010,2759,"RET PROD CONC-DEL W P/P","ICD-9","667.12",13
"47",2010,2759,"ANTEPARTUM HEM NEC-DELIV","ICD-9","641.81",11
"48",2010,2759,"HEMORRHAGE COMPLIC PROC","ICD-9","998.11",10
"49",2010,2759,"ANTEPART HEM NEC-ANTEPAR","ICD-9","641.83",9
"50",2010,2759,"RET PROD CONCEPT-POSTPAR","ICD-9","667.14",8
"51",2010,2759,"DELAY P/PART HEM-POSTPAR","ICD-9","666.24",7
"52",2010,2759,"LEGAL ABOR W HEMORR-COMP","ICD-9","635.12",3
"53",2010,2759,"POSTABORTION HEMORRHAGE","ICD-9","639.1",3
"54",2010,2759,"POSTPART HEM NEC-POSTPAR","ICD-9","666.14",3
"55",2010,2759,"SPON ABORT W HEMORR-INC","ICD-9","634.11",3
"56",2010,2759,"COAG DEF HEMORR-DELIVER","ICD-9","641.31",2
"57",2010,2759,"HEM EARLY PG NEC-ANTEPAR","ICD-9","640.83",1
"58",2010,2759,"HEM EARLY PREG NEC-DELIV","ICD-9","640.81",1
"59",2010,2759,"LEGAL ABOR W HEMORR-UNSP","ICD-9","635.10",1
"60",2010,2759,"LEGAL ABORT W HEMORR-INC","ICD-9","635.11",1
"61",2010,2759,"POSTOP VASC OP HEM CONTR","ICD-9","394.1",1
"62",2010,2759,"RETAIN PLAC NOS-POSTPART","ICD-9","667.04",1
"63",2010,2759,"THIRD-STAGE HEM-POSTPART","ICD-9","666.04",1
"64",2011,4093,"PLACENTA PREV HEM-UNSPEC","ICD-9","641.10",737
"65",2011,4093,"HEM EARLY PREG-ANTEPART","ICD-9","640.93",719
"66",2011,4093,"PLACENTA PREVIA-ANTEPART","ICD-9","641.03",482
"67",2011,4093,"POSTPA HEM NEC-DEL W P/P","ICD-9","666.12",469
"68",2011,4093,"HEMORR EARLY PREG-UNSPEC","ICD-9","640.90",416
"69",2011,4093,"PLACENTA PREVIA-UNSPEC","ICD-9","641.00",305
"70",2011,4093,"ANTEPART HEM NEC-UNSPEC","ICD-9","641.80",196
"71",2011,4093,"ANTEPART HEM NOS-ANTEPAR","ICD-9","641.93",120
"72",2011,4093,"ANTEPART HEM NOS-UNSPEC","ICD-9","641.90",110
"73",2011,4093,"PLACEN PREV HEM-ANTEPART","ICD-9","641.13",75
"74",2011,4093,"ANTEPARTUM HEM NOS-DELIV","ICD-9","641.91",74
"75",2011,4093,"DELAY P/P HEM-DEL W P/P","ICD-9","666.22",44
"76",2011,4093,"RETND PLAC NOS-DEL W P/P","ICD-9","667.02",44
"77",2011,4093,"PLACENTA PREV HEM-DELIV","ICD-9","641.11",39
"78",2011,4093,"DELAY P/PART HEM-UNSPEC","ICD-9","666.20",33
"79",2011,4093,"PLACENTA PREVIA-DELIVER","ICD-9","641.01",29
"80",2011,4093,"POSTPARTUM HEM NEC-UNSP","ICD-9","666.10",28
"81",2011,4093,"COAG DEF HEMORR-ANTEPART","ICD-9","641.33",21
"82",2011,4093,"THRD-STAGE HEM-DEL W P/P","ICD-9","666.02",20
"83",2011,4093,"RET PROD CONC-DEL W P/P","ICD-9","667.12",17
"84",2011,4093,"DELAY P/PART HEM-POSTPAR","ICD-9","666.24",16
"85",2011,4093,"RETAIN PLACENTA NOS-UNSP","ICD-9","667.00",15
"86",2011,4093,"LEGAL ABOR W HEMORR-UNSP","ICD-9","635.10",13
"87",2011,4093,"HEM EARLY PREG-DELIVERED","ICD-9","640.91",12
"88",2011,4093,"ANTEPARTUM HEM NEC-DELIV","ICD-9","641.81",10
"89",2011,4093,"HEMORRHAGE COMPLIC PROC","ICD-9","998.11",9
"90",2011,4093,"POSTPART HEM NEC-POSTPAR","ICD-9","666.14",8
"91",2011,4093,"ANTEPART HEM NEC-ANTEPAR","ICD-9","641.83",7
"92",2011,4093,"RET PROD CONCEPT-POSTPAR","ICD-9","667.14",5
"93",2011,4093,"POSTABORTION HEMORRHAGE","ICD-9","639.1",4
"94",2011,4093,"HEM EARLY PG NEC-ANTEPAR","ICD-9","640.83",3
"95",2011,4093,"SPON ABORT W HEMORR-INC","ICD-9","634.11",3
"96",2011,4093,"RETAIN PLAC NOS-POSTPART","ICD-9","667.04",2
"97",2011,4093,"SPON ABORT W HEMORR-COMP","ICD-9","634.12",2
"98",2011,4093,"HEM EARLY PREG NEC-DELIV","ICD-9","640.81",1
"99",2011,4093,"LEGAL ABOR W HEMORR-COMP","ICD-9","635.12",1
"100",2011,4093,"LEGAL ABORT W HEMORR-INC","ICD-9","635.11",1
"101",2011,4093,"RETAIN PROD CONCEPT-UNSP","ICD-9","667.10",1
"102",2011,4093,"SPON ABORT W HEMORR-UNSP","ICD-9","634.10",1
"103",2011,4093,"THIRD-STAGE HEM-POSTPART","ICD-9","666.04",1
"104",2012,4311,"PLACENTA PREV HEM-UNSPEC","ICD-9","641.10",987
"105",2012,4311,"HEM EARLY PREG-ANTEPART","ICD-9","640.93",696
"106",2012,4311,"POSTPA HEM NEC-DEL W P/P","ICD-9","666.12",492
"107",2012,4311,"ANTEPART HEM NOS-UNSPEC","ICD-9","641.90",371
"108",2012,4311,"PLACENTA PREVIA-UNSPEC","ICD-9","641.00",351
"109",2012,4311,"PLACENTA PREVIA-ANTEPART","ICD-9","641.03",328
"110",2012,4311,"HEMORR EARLY PREG-UNSPEC","ICD-9","640.90",325
"111",2012,4311,"ANTEPART HEM NEC-UNSPEC","ICD-9","641.80",215
"112",2012,4311,"ANTEPARTUM HEM NOS-DELIV","ICD-9","641.91",88
"113",2012,4311,"ANTEPART HEM NOS-ANTEPAR","ICD-9","641.93",81
"114",2012,4311,"DELAY P/P HEM-DEL W P/P","ICD-9","666.22",48
"115",2012,4311,"RETND PLAC NOS-DEL W P/P","ICD-9","667.02",43
"116",2012,4311,"PLACEN PREV HEM-ANTEPART","ICD-9","641.13",37
"117",2012,4311,"POSTPARTUM HEM NEC-UNSP","ICD-9","666.10",33
"118",2012,4311,"THRD-STAGE HEM-DEL W P/P","ICD-9","666.02",31
"119",2012,4311,"PLACENTA PREV HEM-DELIV","ICD-9","641.11",30
"120",2012,4311,"PLACENTA PREVIA-DELIVER","ICD-9","641.01",27
"121",2012,4311,"RET PROD CONC-DEL W P/P","ICD-9","667.12",20
"122",2012,4311,"ANTEPARTUM HEM NEC-DELIV","ICD-9","641.81",12
"123",2012,4311,"COAG DEF HEMORR-ANTEPART","ICD-9","641.33",12
"124",2012,4311,"DELAY P/PART HEM-UNSPEC","ICD-9","666.20",12
"125",2012,4311,"RETAIN PLACENTA NOS-UNSP","ICD-9","667.00",11
"126",2012,4311,"POSTPART HEM NEC-POSTPAR","ICD-9","666.14",10
"127",2012,4311,"THIRD-STAGE HEM-UNSPEC","ICD-9","666.00",8
"128",2012,4311,"DELAY P/PART HEM-POSTPAR","ICD-9","666.24",7
"129",2012,4311,"RET PROD CONCEPT-POSTPAR","ICD-9","667.14",7
"130",2012,4311,"ANTEPART HEM NEC-ANTEPAR","ICD-9","641.83",5
"131",2012,4311,"HEMORRHAGE COMPLIC PROC","ICD-9","998.11",5
"132",2012,4311,"SPON ABORT W HEMORR-INC","ICD-9","634.11",5
"133",2012,4311,"HEM EARLY PG NEC-ANTEPAR","ICD-9","640.83",4
"134",2012,4311,"LEGAL ABORT W HEMORR-INC","ICD-9","635.11",2
"135",2012,4311,"THIRD-STAGE HEM-POSTPART","ICD-9","666.04",2
"136",2012,4311,"HEM EARLY PREG-DELIVERED","ICD-9","640.91",1
"137",2012,4311,"POSTABORTION HEMORRHAGE","ICD-9","639.1",1
"138",2012,4311,"POSTOP VASC OP HEM CONTR","ICD-9","394.1",1
"139",2012,4311,"RETAIN PLAC NOS-POSTPART","ICD-9","667.04",1
"140",2012,4311,"RETAIN PROD CONCEPT-UNSP","ICD-9","667.10",1
"141",2012,4311,"SPON ABORT W HEMORR-UNSP","ICD-9","634.10",1
"142",2013,3997,"PLACENTA PREV HEM-UNSPEC","ICD-9","641.10",1165
"143",2013,3997,"HEM EARLY PREG-ANTEPART","ICD-9","640.93",576
"144",2013,3997,"ANTEPART HEM NOS-UNSPEC","ICD-9","641.90",456
"145",2013,3997,"HEMORR EARLY PREG-UNSPEC","ICD-9","640.90",350
"146",2013,3997,"PLACENTA PREVIA-UNSPEC","ICD-9","641.00",330
"147",2013,3997,"POSTPA HEM NEC-DEL W P/P","ICD-9","666.12",323
"148",2013,3997,"ANTEPART HEM NEC-UNSPEC","ICD-9","641.80",182
"149",2013,3997,"PLACENTA PREVIA-ANTEPART","ICD-9","641.03",139
"150",2013,3997,"ANTEPART HEM NOS-ANTEPAR","ICD-9","641.93",90
"151",2013,3997,"ANTEPARTUM HEM NOS-DELIV","ICD-9","641.91",85
"152",2013,3997,"POSTPARTUM HEM NEC-UNSP","ICD-9","666.10",49
"153",2013,3997,"RETND PLAC NOS-DEL W P/P","ICD-9","667.02",30
"154",2013,3997,"DELAY P/P HEM-DEL W P/P","ICD-9","666.22",25
"155",2013,3997,"PLACENTA PREV HEM-DELIV","ICD-9","641.11",25
"156",2013,3997,"PLACEN PREV HEM-ANTEPART","ICD-9","641.13",23
"157",2013,3997,"RET PROD CONC-DEL W P/P","ICD-9","667.12",19
"158",2013,3997,"PLACENTA PREVIA-DELIVER","ICD-9","641.01",15
"159",2013,3997,"THRD-STAGE HEM-DEL W P/P","ICD-9","666.02",15
"160",2013,3997,"POSTPART HEM NEC-POSTPAR","ICD-9","666.14",12
"161",2013,3997,"ANTEPARTUM HEM NEC-DELIV","ICD-9","641.81",11
"162",2013,3997,"HEMORRHAGE COMPLIC PROC","ICD-9","998.11",11
"163",2013,3997,"DELAY P/PART HEM-UNSPEC","ICD-9","666.20",10
"164",2013,3997,"RETAIN PLACENTA NOS-UNSP","ICD-9","667.00",10
"165",2013,3997,"RET PROD CONCEPT-POSTPAR","ICD-9","667.14",8
"166",2013,3997,"DELAY P/PART HEM-POSTPAR","ICD-9","666.24",6
"167",2013,3997,"POSTOP VASC OP HEM CONTR","ICD-9","394.1",5
"168",2013,3997,"RETAIN PROD CONCEPT-UNSP","ICD-9","667.10",5
"169",2013,3997,"FETAL-MATERNAL HEM-DELIV","ICD-9","656.01",4
"170",2013,3997,"ANTEPART HEM NEC-ANTEPAR","ICD-9","641.83",3
"171",2013,3997,"HEM EARLY PG NEC-ANTEPAR","ICD-9","640.83",3
"172",2013,3997,"RETAIN PLAC NOS-POSTPART","ICD-9","667.04",3
"173",2013,3997,"SPON ABORT W HEMORR-INC","ICD-9","634.11",3
"174",2013,3997,"LEGAL ABORT W HEMORR-INC","ICD-9","635.11",2
"175",2013,3997,"HEM EARLY PREG-DELIVERED","ICD-9","640.91",1
"176",2013,3997,"POSTABORTION HEMORRHAGE","ICD-9","639.1",1
"177",2013,3997,"SPON ABORT W HEMORR-COMP","ICD-9","634.12",1
"178",2013,3997,"THIRD-STAGE HEM-POSTPART","ICD-9","666.04",1
"179",2014,2338,"PLACENTA PREV HEM-UNSPEC","ICD-9","641.10",642
"180",2014,2338,"POSTPA HEM NEC-DEL W P/P","ICD-9","666.12",297
"181",2014,2338,"HEM EARLY PREG-ANTEPART","ICD-9","640.93",262
"182",2014,2338,"ANTEPART HEM NOS-UNSPEC","ICD-9","641.90",251
"183",2014,2338,"PLACENTA PREVIA-UNSPEC","ICD-9","641.00",134
"184",2014,2338,"HEMORR EARLY PREG-UNSPEC","ICD-9","640.90",123
"185",2014,2338,"PLACENTA PREVIA-ANTEPART","ICD-9","641.03",103
"186",2014,2338,"ANTEPART HEM NEC-UNSPEC","ICD-9","641.80",88
"187",2014,2338,"ANTEPARTUM HEM NOS-DELIV","ICD-9","641.91",76
"188",2014,2338,"ANTEPART HEM NOS-ANTEPAR","ICD-9","641.93",71
"189",2014,2338,"POSTPARTUM HEM NEC-UNSP","ICD-9","666.10",35
"190",2014,2338,"RETND PLAC NOS-DEL W P/P","ICD-9","667.02",34
"191",2014,2338,"THRD-STAGE HEM-DEL W P/P","ICD-9","666.02",29
"192",2014,2338,"RET PROD CONC-DEL W P/P","ICD-9","667.12",27
"193",2014,2338,"DELAY P/P HEM-DEL W P/P","ICD-9","666.22",25
"194",2014,2338,"PLACEN PREV HEM-ANTEPART","ICD-9","641.13",24
"195",2014,2338,"PLACENTA PREVIA-DELIVER","ICD-9","641.01",23
"196",2014,2338,"PLACENTA PREV HEM-DELIV","ICD-9","641.11",15
"197",2014,2338,"RET PROD CONCEPT-POSTPAR","ICD-9","667.14",12
"198",2014,2338,"DELAY P/PART HEM-UNSPEC","ICD-9","666.20",11
"199",2014,2338,"POSTPART HEM NEC-POSTPAR","ICD-9","666.14",9
"200",2014,2338,"HEMORRHAGE COMPLIC PROC","ICD-9","998.11",8
"201",2014,2338,"RETAIN PLACENTA NOS-UNSP","ICD-9","667.00",8
"202",2014,2338,"ANTEPARTUM HEM NEC-DELIV","ICD-9","641.81",7
"203",2014,2338,"DELAY P/PART HEM-POSTPAR","ICD-9","666.24",7
"204",2014,2338,"ANTEPART HEM NEC-ANTEPAR","ICD-9","641.83",6
"205",2014,2338,"HEM EARLY PREG-DELIVERED","ICD-9","640.91",3
"206",2014,2338,"POSTOP VASC OP HEM CONTR","ICD-9","394.1",3
"207",2014,2338,"HEM EARLY PG NEC-ANTEPAR","ICD-9","640.83",1
"208",2014,2338,"LEGAL ABOR W HEMORR-UNSP","ICD-9","635.10",1
"209",2014,2338,"LEGAL ABORT W HEMORR-INC","ICD-9","635.11",1
"210",2014,2338,"RETAIN PROD CONCEPT-UNSP","ICD-9","667.10",1
"211",2014,2338,"SPON ABORT W HEMORR-INC","ICD-9","634.11",1
"212",2015,1666,"PLACENTA PREV HEM-UNSPEC","ICD-9","641.10",276
"213",2015,1666,"POSTPA HEM NEC-DEL W P/P","ICD-9","666.12",213
"214",2015,1666,"HEM EARLY PREG-ANTEPART","ICD-9","640.93",133
"215",2015,1666,"HEMORR EARLY PREG-UNSPEC","ICD-9","640.90",104
"216",2015,1666,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, UNSP TRIMESTER","ICD-10","O44.10",91
"217",2015,1666,"ANTEPART HEM NOS-UNSPEC","ICD-9","641.90",82
"218",2015,1666,"OTHER IMMEDIATE POSTPARTUM HEMORRHAGE","ICD-10","O72.1",82
"219",2015,1666,"PLACENTA PREVIA-UNSPEC","ICD-9","641.00",80
"220",2015,1666,"HEMORRHAGE IN EARLY PREGNANCY, UNSPECIFIED","ICD-10","O20.9",76
"221",2015,1666,"ANTEPARTUM HEM NOS-DELIV","ICD-9","641.91",53
"222",2015,1666,"ANTEPART HEM NOS-ANTEPAR","ICD-9","641.93",38
"223",2015,1666,"PLACENTA PREVIA-ANTEPART","ICD-9","641.03",35
"224",2015,1666,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, UNSPECIFIED TRIMESTER","ICD-10","O46.90",32
"225",2015,1666,"DELAY P/P HEM-DEL W P/P","ICD-9","666.22",28
"226",2015,1666,"PLACENTA PREVIA-DELIVER","ICD-9","641.01",25
"227",2015,1666,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, THIRD TRIMESTER","ICD-10","O46.93",24
"228",2015,1666,"ANTEPART HEM NEC-UNSPEC","ICD-9","641.80",21
"229",2015,1666,"POSTPART HEM NEC-POSTPAR","ICD-9","666.14",20
"230",2015,1666,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, FIRST TRIMESTER","ICD-10","O46.91",19
"231",2015,1666,"PLACEN PREV HEM-ANTEPART","ICD-9","641.13",19
"232",2015,1666,"THRD-STAGE HEM-DEL W P/P","ICD-9","666.02",17
"233",2015,1666,"POSTPARTUM HEM NEC-UNSP","ICD-9","666.10",16
"234",2015,1666,"RET PROD CONC-DEL W P/P","ICD-9","667.12",16
"235",2015,1666,"DELAYED AND SECONDARY POSTPARTUM HEMORRHAGE","ICD-10","O72.2",14
"236",2015,1666,"RETND PLAC NOS-DEL W P/P","ICD-9","667.02",14
"237",2015,1666,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, SECOND TRIMESTER","ICD-10","O46.92",13
"238",2015,1666,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, SECOND TRIMESTER","ICD-10","O44.12",12
"239",2015,1666,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, THIRD TRIMESTER","ICD-10","O44.13",11
"240",2015,1666,"INTRAPARTUM HEMORRHAGE, UNSPECIFIED","ICD-10","O67.9",11
"241",2015,1666,"OTHER ANTEPARTUM HEMORRHAGE, UNSPECIFIED TRIMESTER","ICD-10","O46.8X9",10
"242",2015,1666,"PLACENTA PREV HEM-DELIV","ICD-9","641.11",10
"243",2015,1666,"HEMORRHAGE COMPLIC PROC","ICD-9","998.11",8
"244",2015,1666,"OTHER ANTEPARTUM HEMORRHAGE, FIRST TRIMESTER","ICD-10","O46.8X1",8
"245",2015,1666,"RETAIN PLACENTA NOS-UNSP","ICD-9","667.00",8
"246",2015,1666,"ANTEPARTUM HEM NEC-DELIV","ICD-9","641.81",6
"247",2015,1666,"THIRD-STAGE HEMORRHAGE","ICD-10","O72.0",6
"248",2015,1666,"OTHER INTRAPARTUM HEMORRHAGE","ICD-10","O67.8",5
"249",2015,1666,"HEMORRHAGE, NOT ELSEWHERE CLASSIFIED","ICD-10","R58",4
"250",2015,1666,"DELAY P/PART HEM-UNSPEC","ICD-9","666.20",3
"251",2015,1666,"POSTABORTION HEMORRHAGE","ICD-9","639.1",3
"252",2015,1666,"ANTEPART HEM NEC-ANTEPAR","ICD-9","641.83",2
"253",2015,1666,"DELAYED OR EXCESS HEMOR FOL (INDUCED) TERM OF PREGNANCY","ICD-10","O04.6",2
"254",2015,1666,"HEM EARLY PREG-DELIVERED","ICD-9","640.91",2
"255",2015,1666,"RET PROD CONCEPT-POSTPAR","ICD-9","667.14",2
"256",2015,1666,"SPON ABORT W HEMORR-INC","ICD-9","634.11",2
"257",2015,1666,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, FIRST TRIMESTER","ICD-10","O44.11",1
"258",2015,1666,"DELAY P/PART HEM-POSTPAR","ICD-9","666.24",1
"259",2015,1666,"DELAYED OR EXCESS HEMOR FOL COMPLETE OR UNSP SPON ABORTION","ICD-10","O03.6",1
"260",2015,1666,"LEGAL ABORT W HEMORR-INC","ICD-9","635.11",1
"261",2015,1666,"OTHER ANTEPARTUM HEMORRHAGE, SECOND TRIMESTER","ICD-10","O46.8X2",1
"262",2015,1666,"OTHER ANTEPARTUM HEMORRHAGE, THIRD TRIMESTER","ICD-10","O46.8X3",1
"263",2015,1666,"OTHER HEMORRHAGE IN EARLY PREGNANCY","ICD-10","O20.8",1
"264",2015,1666,"POSTOP VASC OP HEM CONTR","ICD-9","394.1",1
"265",2015,1666,"POSTPROC HEMOR OF A GU SYS ORG FOLLOWING A GU SYS PROCEDURE","ICD-10","N99.820",1
"266",2015,1666,"RETAIN PLAC NOS-POSTPART","ICD-9","667.04",1
"267",2016,1540,"OTHER IMMEDIATE POSTPARTUM HEMORRHAGE","ICD-10","O72.1",358
"268",2016,1540,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, UNSP TRIMESTER","ICD-10","O44.10",224
"269",2016,1540,"HEMORRHAGE IN EARLY PREGNANCY, UNSPECIFIED","ICD-10","O20.9",209
"270",2016,1540,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, SECOND TRIMESTER","ICD-10","O46.92",98
"271",2016,1540,"DELAYED AND SECONDARY POSTPARTUM HEMORRHAGE","ICD-10","O72.2",91
"272",2016,1540,"INTRAPARTUM HEMORRHAGE, UNSPECIFIED","ICD-10","O67.9",90
"273",2016,1540,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, THIRD TRIMESTER","ICD-10","O46.93",78
"274",2016,1540,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, UNSPECIFIED TRIMESTER","ICD-10","O46.90",75
"275",2016,1540,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, FIRST TRIMESTER","ICD-10","O46.91",66
"276",2016,1540,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, THIRD TRIMESTER","ICD-10","O44.13",59
"277",2016,1540,"OTHER ANTEPARTUM HEMORRHAGE, FIRST TRIMESTER","ICD-10","O46.8X1",46
"278",2016,1540,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, SECOND TRIMESTER","ICD-10","O44.12",38
"279",2016,1540,"HEMORRHAGE, NOT ELSEWHERE CLASSIFIED","ICD-10","R58",24
"280",2016,1540,"THIRD-STAGE HEMORRHAGE","ICD-10","O72.0",22
"281",2016,1540,"OTHER INTRAPARTUM HEMORRHAGE","ICD-10","O67.8",20
"282",2016,1540,"OTHER ANTEPARTUM HEMORRHAGE, UNSPECIFIED TRIMESTER","ICD-10","O46.8X9",12
"283",2016,1540,"OTHER ANTEPARTUM HEMORRHAGE, SECOND TRIMESTER","ICD-10","O46.8X2",8
"284",2016,1540,"OTHER ANTEPARTUM HEMORRHAGE, THIRD TRIMESTER","ICD-10","O46.8X3",4
"285",2016,1540,"DELAYED OR EXCESS HEMOR FOL (INDUCED) TERM OF PREGNANCY","ICD-10","O04.6",2
"286",2016,1540,"DELAYED OR EXCESSIVE HEMOR FOLLOWING INCMPL SPON ABORTION","ICD-10","O03.1",2
"287",2016,1540,"INTRAOP HEMOR/HEMTOM OF A GU SYS ORG COMP A GU SYS PROCEDURE","ICD-10","N99.61",2
"288",2016,1540,"INTRAPARTUM HEMORRHAGE WITH COAGULATION DEFECT","ICD-10","O67.0",2
"289",2016,1540,"PARTIAL PLACENTA PREVIA WITH HEMORRHAGE, SECOND TRIMESTER","ICD-10","O44.32",2
"290",2016,1540,"PARTIAL PLACENTA PREVIA WITH HEMORRHAGE, THIRD TRIMESTER","ICD-10","O44.33",2
"291",2016,1540,"ANTEPARTUM HEMORRHAGE W OTH COAG DEFECT, THIRD TRIMESTER","ICD-10","O46.093",1
"292",2016,1540,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, FIRST TRIMESTER","ICD-10","O44.11",1
"293",2016,1540,"DELAYED OR EXCESS HEMOR FOL ECTOPIC AND MOLAR PREGNANCY","ICD-10","O08.1",1
"294",2016,1540,"OTHER HEMORRHAGE IN EARLY PREGNANCY","ICD-10","O20.8",1
"295",2016,1540,"POSTPROC HEMOR OF A GU SYS ORG FOLLOWING A GU SYS PROCEDURE","ICD-10","N99.820",1
"296",2016,1540,"POSTPROC HEMOR OF A GU SYS ORG FOLLOWING OTHER PROCEDURE","ICD-10","N99.821",1
"297",2017,382,"OTHER IMMEDIATE POSTPARTUM HEMORRHAGE","ICD-10","O72.1",195
"298",2017,382,"INTRAPARTUM HEMORRHAGE, UNSPECIFIED","ICD-10","O67.9",54
"299",2017,382,"DELAYED AND SECONDARY POSTPARTUM HEMORRHAGE","ICD-10","O72.2",44
"300",2017,382,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, THIRD TRIMESTER","ICD-10","O46.93",37
"301",2017,382,"COMPLETE PLACENTA PREVIA WITH HEMORRHAGE, THIRD TRIMESTER","ICD-10","O44.13",11
"302",2017,382,"OTHER INTRAPARTUM HEMORRHAGE","ICD-10","O67.8",11
"303",2017,382,"THIRD-STAGE HEMORRHAGE","ICD-10","O72.0",9
"304",2017,382,"ANTEPARTUM HEMORRHAGE, UNSPECIFIED, SECOND TRIMESTER","ICD-10","O46.92",5
"305",2017,382,"OTHER ANTEPARTUM HEMORRHAGE, SECOND TRIMESTER","ICD-10","O46.8X2",3
"306",2017,382,"OTHER ANTEPARTUM HEMORRHAGE, THIRD TRIMESTER","ICD-10","O46.8X3",3
"307",2017,382,"PARTIAL PLACENTA PREVIA WITH HEMORRHAGE, THIRD TRIMESTER","ICD-10","O44.33",3
"308",2017,382,"ANTEPARTUM HEMORRHAGE W OTH COAG DEFECT, SECOND TRIMESTER","ICD-10","O46.092",1
